0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.007330680295126513,0.006650035182246938,0.00634623960359022,0.006217089015990496,0.00636616550036706,0.006282474508043379,0.006109289010055363,0.005613234406337142,0.005379670998081565,0.006023908115457744,0.005203021602937952,0.005165586801012978,0.005102596792858094,0.004960846999892965,0.004912544798571616,0.004925284092314542,0.004881996294716373,0.004902452800888568,0.005030730197904632,0.005312972399406135,0.005076692398870364,0.005455888790311292,0.006098708091303706,0.005840393103426322
0.007514761009952053,0.0070109956956002865,0.006855173001531512,0.006688671407755464,0.00646541669848375,0.006429713894613087,0.006527351896511391,0.005909794114995748,0.005627279408508911,0.005825125798583031,0.0053094528091605754,0.005228604597505182,0.005178626201814041,0.004990710993297398,0.004934286087518558,0.004888366104569286,0.0049002738145645704,0.004925178998382762,0.004993798298528418,0.00500408549560234,0.004979676305083558,0.005348193796817213,0.0051454304077196865,0.005028586101252586
0.007623629603767767,0.006943682808196172,0.00677949299570173,0.00669947590213269,0.006616797688184306,0.006349508208222688,0.006347901915432885,0.005944840388838202,0.00579628829145804,0.005695563403423876,0.005571965390117839,0.005387947411509231,0.00531038180924952,0.005230734701035545,0.005084745504427701,0.005051731306593865,0.0049868279020302,0.004902061697794125,0.005086721898987889,0.00505245779058896,0.004967223503626883,0.007443313312251121,0.005600411602063105,0.005566224100766704
0.007493152114329859,0.007155329687520862,0.007092542696045712,0.006894437706796453,0.006925077195046469,0.006611315108602867,0.006340205308515578,0.006148064997978509,0.005701793095795438,0.005831928295083344,0.005370598688023165,0.005175238597439602,0.005181936593726277,0.0050443281885236505,0.005018011905485764,0.004964066500542685,0.004966329602757469,0.004930130596039817,0.005126419698353857,0.005395644099917263,0.005115762091008946,0.006690598797285929,0.005378288211068139,0.005281865416327492
0.007461207004962489,0.007314505300018937,0.007138735504122451,0.006965417403262108,0.006692310090875253,0.006724562804447487,0.006714449607534334,0.006545782793546095,0.005933303001802415,0.005649181490298361,0.005483448406448588,0.005399666691664607,0.005273205001140013,0.005139326606877148,0.0050357447005808355,0.005014436203055084,0.00495394678437151,0.00497111389413476,0.005126440507592633,0.005367260397179052,0.005061243806267157,0.0059857606014702466,0.005065406300127506,0.005086735804798082
0.007679684105096385,0.007088799093617126,0.006827068788697943,0.006739215488778427,0.006708338792668656,0.006410905503435061,0.0064573568059131505,0.006081771495519206,0.005873889004578814,0.005671894096303731,0.0055129775137174875,0.00530028939829208,0.005230238597141579,0.005025555106112733,0.004952514794422313,0.00494994479813613,0.004924291995121166,0.004913375905016437,0.0050641143985558305,0.005421526997815817,0.005191721190931276,0.005514199496246874,0.005178681889083237,0.005128004995640367
0.007700915704481304,0.007064738689223304,0.00691376980394125,0.006662851205328479,0.007995520386612043,0.006627762806601822,0.006321843905607238,0.00605570669285953,0.005718184605939314,0.005561007291544229,0.00543092789594084,0.006198099011089653,0.00541322999051772,0.005333785514812917,0.005297125707147643,0.005145793594419956,0.005174400686519221,0.005191141716204583,0.005329357692971826,0.00537221219856292,0.005340713809709996,0.006507049303036183,0.005197001405758783,0.004970513191074133
0.007655658497242257,0.007062259194208309,0.006640878797043115,0.0066482893016655,0.006377172202337533,0.00613093979191035,0.005900742905214429,0.005505553289549425,0.005357356910826639,0.005308188701746985,0.005197120097000152,0.005109741503838449,0.005226195004070178,0.005209915002342314,0.0050695967045612635,0.005066838191123679,0.005009686993435025,0.004995746404165402,0.005022048903629184,0.005305003904504701,0.006302735296776519,0.006343494699103757,0.005203454400179908,0.005112695705611259
0.0075198593083769085,0.007130291790235788,0.007454208715353161,0.006698665797011926,0.0065374717873055484,0.006338598998263478,0.0065392457938287405,0.005725650885142386,0.0053579923929646615,0.005390783003531396,0.005339009402086958,0.005241685797227546,0.005372414918383583,0.005384846299421042,0.00562539390521124,0.005161480110837146,0.005103434599004686,0.0051086311112158,0.0050725022854749115,0.00492955080117099,0.00490817271056585,0.005446593108354136,0.004925856500631198,0.00488701059948653
0.007771120505640283,0.0069059336092323065,0.006925489305285737,0.0067096864921040835,0.006569452298572287,0.006362177309347317,0.0059717433876357974,0.005552640010137111,0.005517223494825885,0.005373895412776619,0.005308041907846927,0.005209607497090474,0.005343109299428761,0.005321877403184771,0.005619778303662315,0.005239869898650796,0.005199773993808776,0.005115028592990711,0.005122075596591458,0.004935117397690192,0.004856336500961333,0.0061237739864736795,0.0065304038929753,0.005005552404327318
0.007708927005296573,0.006894961500074714,0.006733314000302926,0.007119382498785853,0.00654812270659022,0.00632012591813691,0.006082079000771045,0.005860353703610599,0.005412685114424676,0.006065805797697976,0.005420835700351745,0.005344484996749088,0.005501243803882972,0.005382122599985451,0.00534588901209645,0.005234135896898806,0.005408508511027321,0.005327709310222417,0.00507330551627092,0.004961866507073864,0.005078103294363245,0.005899520800448954,0.0050468985049519684,0.006573866005055606
